cluster_id,classification_label,classification_score,classification_rationale,active_days,persistence_category,max_bright_ti4,bt_diff_max,max_frp,movement_status,total_movement_distance_km,osm_facility_type,osm_facility_name,osm_distance_km,osm_query_status,land_cover_class,satellite_image_available,predicted_landcover_class,prediction_confidence,observation_status
1100,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,337.2,35.05,4.57,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.9448,Satellite CNN prediction: SeaLake (confidence: 0.94)
1101,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=14.7 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,342.19,38.1,14.71,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 30.1%, threshold: 30.0%)"
1102,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=6.0 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,331.84,35.72,5.99,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 80.8%, threshold: 30.0%)"
1103,Industrial-context thermal event,0.85,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.40 km)
- high spectral brightness temperature contrast (bt_diff=50.1 K)
- industrial facility detected nearby (industrial at 0.43 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,341.73,50.06,7.16,STATIONARY,0.401,industrial,TATA Steel,0.431,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.4%, threshold: 30.0%)"
1104,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=6.6 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,344.29,49.58,6.62,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.9699,Satellite CNN prediction: SeaLake (confidence: 0.97)
1105,Industrial-context thermal event,1.0,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=5)
- activity is spatially stationary (displacement=0.21 km)
- high spectral brightness temperature contrast (bt_diff=61.9 K)
- industrial facility detected nearby (plant at 1.82 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",5,persistent,367.0,61.89,239.09,STATIONARY,0.207,plant,none,1.817,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 45.2%, threshold: 30.0%)"
1106,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=5.9 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,341.98,56.0,5.93,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.9966,Satellite CNN prediction: SeaLake (confidence: 1.00)
1107,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=5.4 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,334.31,43.4,5.39,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 67.6%, threshold: 30.0%)"
1108,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,330.44,38.09,1.95,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)"
1109,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,332.42,39.95,4.21,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 86.3%, threshold: 30.0%)"
1110,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.8,21.29,1.52,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 47.5%, threshold: 30.0%)"
1111,Agricultural-context thermal event,0.75,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- moderate thermal power typical of crop burning (max_frp=5.7 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,332.16,36.35,5.65,STATIONARY,0.37,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 54.8%, threshold: 30.0%)"
1112,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.46 km)
- industrial facility detected nearby (industrial at 1.29 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,319.0,29.29,3.47,STATIONARY,0.455,industrial,Angul Steel Plant,1.291,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)"
1113,Industrial-context thermal event,0.45,"Industrial-context thermal event
Supporting evidence:
- high spectral brightness temperature contrast (bt_diff=52.7 K)
- industrial facility detected nearby (cooling at 0.27 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,342.42,52.66,7.56,INSUFFICIENT_DATA,0.0,cooling,none,0.272,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)"
1114,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.11 km)
- industrial facility detected nearby (industrial at 0.56 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,324.64,33.27,4.28,STATIONARY,0.11,industrial,none,0.564,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 64.1%, threshold: 30.0%)"
1115,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- moderate thermal power typical of crop burning (max_frp=8.3 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,342.47,52.32,8.27,MOVING,0.773,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.4%, threshold: 30.0%)"
1116,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,315.65,24.84,2.26,INSUFFICIENT_DATA,0.0,plant,Duburi Steel Power Plant,0.304,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 64.1%, threshold: 30.0%)"
1117,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=5.2 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,313.09,23.37,5.2,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.4%, threshold: 30.0%)"
1118,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,304.83,15.47,1.05,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.4%, threshold: 30.0%)"
1119,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,322.16,31.18,2.25,MOVING,0.733,industrial,none,0.182,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.4%, threshold: 30.0%)"
1120,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,310.25,19.88,2.71,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 94.6%, threshold: 30.0%)"
1121,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.40 km)
- industrial facility detected nearby (industrial at 0.26 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,313.71,22.3,3.45,STATIONARY,0.399,industrial,Hooghly Met Coke and Power Company Limited,0.263,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.4%, threshold: 30.0%)"
1122,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,301.37,14.14,0.59,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.7%, threshold: 30.0%)"
1123,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.26 km)
- industrial facility detected nearby (plant at 0.07 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,304.05,14.74,1.02,STATIONARY,0.264,plant,none,0.073,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.7%, threshold: 30.0%)"
1124,Industrial-context thermal event,0.55,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=4)
- activity is spatially stationary (displacement=0.45 km)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",4,short_lived_repeated,313.65,22.32,2.41,STATIONARY,0.451,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.4%, threshold: 30.0%)"
1125,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.33 km)
- industrial facility detected nearby (industrial at 0.45 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,310.24,18.95,3.17,STATIONARY,0.329,industrial,none,0.448,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 86.8%, threshold: 30.0%)"
1126,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,306.4,15.88,1.7,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 86.8%, threshold: 30.0%)"
1127,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.20 km)
- industrial facility detected nearby (industrial at 0.25 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,310.39,20.59,4.38,STATIONARY,0.195,industrial,none,0.25,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 86.8%, threshold: 30.0%)"
1128,Industrial-context thermal event,1.0,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=6)
- activity is spatially stationary (displacement=0.33 km)
- high spectral brightness temperature contrast (bt_diff=42.0 K)
- industrial facility detected nearby (mine at 1.41 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",6,persistent,340.74,41.95,6.29,STATIONARY,0.325,mine,Belbaid,1.412,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.5%, threshold: 30.0%)"
1129,Industrial-context thermal event,0.75,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=5)
- activity is spatially stationary (displacement=0.35 km)
- high spectral brightness temperature contrast (bt_diff=45.1 K)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",5,persistent,342.21,45.06,8.98,STATIONARY,0.354,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)"
1130,Industrial-context thermal event,1.0,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=5)
- activity is spatially stationary (displacement=0.27 km)
- high spectral brightness temperature contrast (bt_diff=35.5 K)
- industrial facility detected nearby (industrial at 0.35 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",5,persistent,331.22,35.48,3.81,STATIONARY,0.27,industrial,none,0.354,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.5%, threshold: 30.0%)"
1131,Forest/Natural-context thermal event,0.55,"Forest/Natural-context thermal event
Supporting evidence:
- active spatial displacement observed (movement=1.39 km)
- multi-day active fire duration
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",4,short_lived_repeated,310.37,19.93,4.23,MOVING,1.391,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)"
1132,Industrial-context thermal event,0.5,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=5)
- high spectral brightness temperature contrast (bt_diff=43.2 K)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",5,persistent,337.91,43.24,6.75,MOVING,0.967,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)"
1133,Industrial-context thermal event,1.0,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=5)
- activity is spatially stationary (displacement=0.14 km)
- high spectral brightness temperature contrast (bt_diff=46.0 K)
- industrial facility detected nearby (mine at 1.33 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",5,persistent,339.02,46.02,5.67,STATIONARY,0.142,mine,none,1.33,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)"
1134,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,309.65,18.08,3.33,MOVING,1.014,industrial,none,0.317,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 56.7%, threshold: 30.0%)"
1135,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,302.36,15.76,0.86,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 80.4%, threshold: 30.0%)"
1136,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.24,32.13,1.12,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 54.9%, threshold: 30.0%)"
1137,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,313.76,25.31,1.08,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.8215,Satellite CNN prediction: SeaLake (confidence: 0.82)
1138,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,305.05,16.01,0.76,INSUFFICIENT_DATA,0.0,industrial,Ambuja Cements Limited,0.471,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 30.4%, threshold: 30.0%)"
1139,Industrial-context thermal event,1.0,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=5)
- activity is spatially stationary (displacement=0.23 km)
- high spectral brightness temperature contrast (bt_diff=39.9 K)
- industrial facility detected nearby (plant at 0.41 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",5,persistent,331.95,39.88,5.3,STATIONARY,0.23,plant,BEL,0.415,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.4%, threshold: 30.0%)"
1140,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,305.73,18.55,3.24,INSUFFICIENT_DATA,0.0,works,none,0.102,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.5%, threshold: 30.0%)"
1141,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.10 km)
- industrial facility detected nearby (brickyard at 1.95 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,315.95,25.77,3.93,STATIONARY,0.097,brickyard,none,1.952,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 69.4%, threshold: 30.0%)"
1142,Industrial-context thermal event,0.6,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=3)
- activity is spatially stationary (displacement=0.31 km)
- high spectral brightness temperature contrast (bt_diff=35.4 K)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",3,short_lived_repeated,328.11,35.41,5.74,STATIONARY,0.306,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)"
1143,Industrial-context thermal event,0.55,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=4)
- activity is spatially stationary (displacement=0.17 km)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",4,short_lived_repeated,307.39,19.95,2.27,STATIONARY,0.165,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)"
1144,Industrial-context thermal event,0.55,"Industrial-context thermal event
Supporting evidence:
- activity is persistent (active_days=5)
- activity is spatially stationary (displacement=0.31 km)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",5,persistent,321.86,34.37,4.0,STATIONARY,0.308,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 90.9%, threshold: 30.0%)"
1145,Agricultural-context thermal event,0.75,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- moderate thermal power typical of crop burning (max_frp=5.6 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,330.42,40.71,5.58,STATIONARY,0.313,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 84.5%, threshold: 30.0%)"
1146,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.31 km)
- industrial facility detected nearby (industrial at 0.19 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,305.75,18.83,2.23,STATIONARY,0.307,industrial,Mahaamaaya Industries,0.188,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.2%, threshold: 30.0%)"
1147,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,304.47,16.81,2.05,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 84.5%, threshold: 30.0%)"
1148,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.23,20.07,2.12,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 91.4%, threshold: 30.0%)"
1149,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,304.77,27.49,1.06,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 70.2%, threshold: 30.0%)"
1150,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",7,persistent,338.76,41.06,11.47,MOVING,1.559,industrial,JSW Ispat Steel Plant,0.848,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 84.1%, threshold: 30.0%)"
1151,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,331.64,40.13,2.87,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 98.7%, threshold: 30.0%)"
1152,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=13.4 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,345.56,43.75,13.45,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 30.1%, threshold: 30.0%)"
1153,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=6.2 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,335.88,41.72,6.2,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 54.9%, threshold: 30.0%)"
1154,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=5.6 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,339.8,48.94,5.61,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 54.2%, threshold: 30.0%)"
1155,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,330.17,34.83,3.18,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 74.8%, threshold: 30.0%)"
1156,Industrial-context thermal event,0.45,"Industrial-context thermal event
Supporting evidence:
- high spectral brightness temperature contrast (bt_diff=67.4 K)
- industrial facility detected nearby (industrial at 0.45 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,367.0,67.42,17.21,INSUFFICIENT_DATA,0.0,industrial,none,0.448,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.2%, threshold: 30.0%)"
1157,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,330.1,29.85,3.38,INSUFFICIENT_DATA,0.0,industrial,Abhijeet Ferrotech Limited,0.203,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.2%, threshold: 30.0%)"
1158,Agricultural-context thermal event,0.4,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=5.9 MW)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,332.41,34.09,5.91,INSUFFICIENT_DATA,0.0,works,none,0.277,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.2%, threshold: 30.0%)"
